City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,cedro,-6.6067,-39.0622,25.37,38,100,1.45,BR,1697598225
364,dauphin,51.1494,-100.0502,11.08,93,100,3.6,CA,1697598151
365,kupang,-10.1667,123.5833,36.32,23,20,7.2,ID,1697598225
366,barcelos,41.5388,-8.6151,19.08,92,100,4.29,PT,1697598034
367,bar-le-duc,48.75,5.1667,8.21,58,97,5.12,FR,1697598226
368,savelugu,9.6244,-0.8253,25.52,76,100,2.27,GH,1697598226
369,ferkessedougou,9.6,-5.2,23.34,88,99,1.16,CI,1697598226
370,sitka,57.0531,-135.33,13.94,58,100,7.72,US,1697598226
371,tazacorte,28.629,-17.9293,22.54,78,0,3.13,ES,1697598227
372,labrador city,52.9463,-66.9114,1.95,80,100,3.09,CA,1697598227
373,boyolangu,-8.1181,111.8935,30.7,55,83,5.08,ID,1697598227
374,san jeronimo de juarez,17.1333,-100.4667,26.3,89,100,1.5,MX,1697598227
375,strelka,58.0728,93.0344,3.93,95,100,1.02,RU,1697598228
376,buckhannon,38.994,-80.232,9.36,96,100,0.0,US,1697598228
377,kaba,47.35,21.2833,2.12,63,5,2.0,HU,1697598228
378,la'ie,21.6477,-157.9253,28.98,71,46,1.34,US,1697598228
379,lisala,2.15,21.5167,21.46,93,100,0.71,CD,1697598144
380,penon blanco,24.7897,-104.0369,15.6,41,73,1.54,MX,1697598229
381,cimislia,46.52,28.7842,1.08,72,84,1.45,MD,1697598229
382,salmon arm,50.6998,-119.3024,12.62,76,100,0.0,CA,1697598001
383,caarapo,-22.6342,-54.8222,26.99,44,62,2.19,BR,1697598230
384,vidyayevo,69.3191,32.8049,1.6,74,100,4.69,RU,1697598230
385,kirakira,-10.4544,161.9205,29.53,65,100,3.14,SB,1697598230
386,alaghsas,17.0187,8.0168,28.68,17,100,4.63,NE,1697598231
387,lagoa,39.05,-27.9833,21.16,91,100,12.91,PT,1697598231
388,kouroussa,10.65,-9.8833,21.71,94,95,0.61,GN,1697598231
389,hammerfest,70.6634,23.6821,0.25,86,40,2.06,NO,1697598231
390,lenoir city,35.7973,-84.256,11.33,92,12,2.04,US,1697598231
391,greenville,35.6127,-77.3663,14.51,90,100,0.0,US,1697597957
392,salekhard,66.53,66.6019,1.46,100,100,2.04,RU,1697598232
393,zunyi,27.6867,106.9072,21.76,67,28,3.79,CN,1697598029
394,saldanha,-33.0117,17.9442,12.03,95,5,5.96,ZA,1697598233
395,along,28.1667,94.7667,23.85,62,14,0.08,IN,1697598233
396,ta`u,-14.2336,-169.5144,25.97,83,91,9.1,AS,1697598233
397,alo,7.4178,6.7371,22.87,94,99,0.89,NG,1697598233
398,manta,-0.95,-80.7333,24.88,83,20,5.14,EC,1697598234
399,turbat,26.0023,63.044,25.34,81,36,2.35,PK,1697598234
400,sakakah,29.9697,40.2064,19.76,37,0,3.3,SA,1697598234
401,glace bay,46.1969,-59.957,8.31,84,100,4.47,CA,1697598235
402,campo gallo,-26.5833,-62.85,18.05,75,100,4.67,AR,1697598235
403,machico,32.7,-16.7667,22.62,80,20,1.03,PT,1697598235
404,la ronge,55.1001,-105.2842,6.14,75,40,1.03,CA,1697598235
405,mossel bay,-34.1831,22.146,15.96,85,0,3.34,ZA,1697597940
406,mhamid,29.82,-5.72,23.48,34,4,1.61,MA,1697597963
407,sarmiento,-45.5882,-69.07,15.4,40,86,2.7,AR,1697598236
408,bafq,31.6128,55.4107,19.56,31,0,0.42,IR,1697598236
409,valdosta,30.8327,-83.2785,11.66,91,0,0.0,US,1697598122
410,xilin hot,43.9667,116.0333,9.36,24,54,9.09,CN,1697598237
411,trujillo,-8.116,-79.03,18.98,88,40,4.63,PE,1697598187
412,aral,40.5156,81.2636,13.6,28,84,3.18,CN,1697598237
413,tchintabaraden,15.8969,5.7985,29.53,20,98,4.25,NE,1697598237
414,lycksele,64.5954,18.6735,-0.87,100,100,1.03,SE,1697598238
415,zhuji,29.7188,120.2423,24.89,46,0,2.55,CN,1697598238
416,chui,-33.6971,-53.4616,8.62,85,3,3.53,UY,1697598238
417,zhangatas,43.5667,69.75,13.14,34,20,5.51,KZ,1697598239
418,phibun mangsahan,15.2447,105.2291,27.99,73,100,4.84,TH,1697598239
419,dhidhdhoo,6.8833,73.1,28.15,73,77,1.65,MV,1697598239
420,rapid city,44.0805,-103.231,13.59,54,20,14.92,US,1697597956
421,lashkar gah,31.5938,64.3716,19.55,22,59,3.96,AF,1697598240
422,sandnessjoen,66.0217,12.6316,-1.71,60,23,9.3,NO,1697598240
423,sidi akkacha,36.4647,1.3026,24.16,35,79,2.71,DZ,1697598240
424,forres,57.6113,-3.6108,11.23,89,100,5.14,GB,1697598201
425,zakynthos,37.7914,20.8953,18.13,74,60,4.62,GR,1697598241
426,celestun,20.8667,-90.4,23.81,60,59,4.61,MX,1697598241
427,carhuaz,-9.2819,-77.6447,14.81,83,100,0.46,PE,1697598241
428,tanjung pandan,-2.75,107.65,31.22,58,98,2.62,ID,1697598242
429,ampanihy,-24.7,44.75,21.34,87,100,3.75,MG,1697598242
430,bell ville,-32.6259,-62.6887,14.81,25,100,3.8,AR,1697598243
431,los zacatones,22.95,-102.05,15.48,51,50,7.21,MX,1697598243
432,greymouth,-42.4667,171.2,13.87,66,93,2.46,NZ,1697598243
433,minna,9.6139,6.5569,22.64,84,73,0.98,NG,1697598244
434,labuan,5.2767,115.2417,32.2,70,20,1.03,MY,1697598244
435,hoquiam,46.9809,-123.8893,14.4,96,100,4.12,US,1697598244
436,fort st. john,56.2499,-120.8529,8.94,61,75,4.12,CA,1697598018
437,bridgewater,44.3835,-64.5155,8.82,92,100,3.6,CA,1697598244
438,uklana,29.5167,75.8667,21.89,52,0,1.82,IN,1697598245
439,zinjibar,13.1287,45.3807,27.29,70,1,5.33,YE,1697598245
440,manokwari,-0.8667,134.0833,28.97,69,18,3.29,ID,1697598245
441,swakopmund,-22.6833,14.5333,14.99,82,1,1.79,NA,1697598245
442,tromso,69.6496,18.957,-1.99,86,56,1.03,NO,1697598246
443,hobyo,5.3505,48.5268,27.62,79,24,4.57,SO,1697598246
444,vetluga,57.8557,45.781,1.8,94,100,5.64,RU,1697598246
445,crane,31.3974,-102.3501,19.6,34,0,8.46,US,1697598246
446,neryungri,56.6709,124.6491,-2.09,89,100,5.15,RU,1697598247
447,palikir - national government center,6.9248,158.1611,31.47,70,100,3.09,FM,1697598247
448,nizhniy odes,63.6445,54.856,3.25,70,85,6.7,RU,1697598247
449,mineral del monte,20.1333,-98.6667,5.54,90,77,1.8,MX,1697598247
450,suez,29.9737,32.5263,19.93,84,5,3.08,EG,1697598248
451,mount gambier,-37.8333,140.7667,23.45,32,6,1.7,AU,1697597949
452,marquette,46.5333,-87.6335,4.32,86,99,1.79,US,1697598248
453,hirara,24.8,125.2833,28.15,54,40,6.17,JP,1697598248
454,tura,25.5198,90.2201,25.37,69,0,0.22,IN,1697598249
455,australind,-33.2667,115.7167,17.13,70,53,3.35,AU,1697598015
456,lerwick,60.1545,-1.1494,9.0,88,100,5.28,GB,1697598203
457,inhambane,-23.865,35.3833,19.05,95,14,3.44,MZ,1697598250
458,jeddah,21.5169,39.2192,26.92,69,0,2.06,SA,1697598250
459,burry port,51.6843,-4.2469,14.42,78,100,5.14,GB,1697598250
460,elliot lake,46.3834,-82.6331,4.74,94,0,1.48,CA,1697598250
461,cockburn town,21.4612,-71.1419,29.03,73,52,5.2,TC,1697598251
462,canutama,-6.5339,-64.3831,26.64,62,33,0.65,BR,1697598251
463,alofi,-19.0595,-169.9187,24.94,57,75,10.8,NU,1697598095
464,timaru,-44.4,171.25,15.6,69,91,2.24,NZ,1697598251
465,codrington,-38.2667,141.9667,22.47,39,20,2.25,AU,1697598252
466,villa huidobro,-34.8383,-64.5869,11.31,22,2,4.74,AR,1697598252
467,kayangel,8.0823,134.7173,28.11,74,32,0.5,PW,1697598252
468,dazkiri,37.9186,29.8606,8.9,73,89,1.12,TR,1697598252
469,bakanas,44.8081,76.2772,12.43,39,1,1.25,KZ,1697598253
470,wynyard,-41.0,145.7167,14.9,59,3,4.12,AU,1697598078
471,daru,-9.0763,143.2092,27.31,78,94,4.03,PG,1697598253
472,shanhaiguan,39.9988,119.7564,17.89,66,100,2.73,CN,1697598253
473,gerash,27.6652,54.1371,17.08,44,3,0.45,IR,1697598254
474,mitu,1.1983,-70.1733,23.2,93,96,0.87,CO,1697598254
475,florence,43.7667,11.25,17.35,73,75,2.06,IT,1697598097
476,zaragoza,41.6561,-0.8773,20.25,74,40,4.12,ES,1697598057
477,watertown,42.3709,-71.1828,11.84,87,20,2.06,US,1697598172
478,port blair,11.6667,92.75,28.02,83,40,1.03,IN,1697598091
479,mogadishu,2.0371,45.3438,26.18,86,38,3.62,SO,1697598255
480,bridgnorth,52.5366,-2.4203,10.58,94,100,7.07,GB,1697598219
481,ivins,37.1686,-113.6794,24.26,27,3,1.34,US,1697598255
482,nampula,-15.1165,39.2666,23.97,78,75,0.0,MZ,1697598256
483,kourou,5.1552,-52.6478,23.03,86,73,2.84,GF,1697598256
484,itaituba,-4.2761,-55.9836,25.0,72,18,0.07,BR,1697598231
485,aljezur,37.3191,-8.8033,19.56,90,40,3.95,PT,1697598257
486,kavaratti,10.5669,72.642,28.12,72,81,1.18,IN,1697598257
487,sao felix do xingu,-6.6447,-51.995,27.59,41,86,0.96,BR,1697598257
488,hohhot,40.8106,111.6522,10.16,37,0,2.0,CN,1697598056
489,anori,-3.7728,-61.6442,25.34,74,16,0.76,BR,1697598258
490,puerto cabezas,14.0351,-83.3888,25.07,91,99,4.29,NI,1697598258
491,ciudad del este,-25.5167,-54.6167,22.41,83,0,6.17,PY,1697598258
492,turkmenbasy,40.0222,52.9552,11.43,93,40,4.12,TM,1697598258
493,yatou,37.15,122.3833,20.75,76,100,7.6,CN,1697598259
494,barakani,-12.1356,44.4317,25.17,84,97,5.45,KM,1697598259
495,conceicao da barra,-18.5933,-39.7322,23.59,81,45,4.06,BR,1697598259
496,mahanoro,-19.9,48.8,22.91,91,100,3.65,MG,1697598259
497,humaita,-7.5061,-63.0208,27.38,56,96,0.1,BR,1697598260
498,bikenibeu village,1.3673,173.1241,30.98,70,75,4.63,KI,1697598260
499,lompoc,34.6391,-120.4579,17.23,82,4,6.26,US,1697598197
500,abepura,-2.6333,140.5833,33.45,49,20,2.57,ID,1697598261
501,amal,59.051,12.7049,7.45,64,2,6.95,SE,1697598261
502,beyneu,45.3167,55.2,8.2,67,70,3.43,KZ,1697598261
503,cabo san lucas,22.8909,-109.9124,29.23,65,0,2.06,MX,1697598261
504,port said,31.2565,32.2841,22.99,73,20,2.06,EG,1697598262
505,severnoye,56.3491,78.3619,8.32,91,17,2.68,RU,1697598262
506,xichang,27.8964,102.2634,19.29,70,6,1.29,CN,1697598262
507,sinjai,-5.1241,120.253,30.84,55,98,5.56,ID,1697598263
508,xinyuan,37.3,99.0,-0.79,22,56,11.21,CN,1697598263
509,praia,14.9215,-23.5087,25.3,88,20,2.57,CV,1697598193
510,tindouf,27.6711,-8.1474,23.25,27,0,3.09,DZ,1697598263
511,fisterra,42.9049,-9.2629,17.79,87,100,9.28,ES,1697598263
512,lipno,52.8444,19.1785,1.71,95,5,3.53,PL,1697598264
513,chegdomyn,51.1167,133.0167,6.29,60,100,1.34,RU,1697598264
514,linxia chengguanzhen,35.6003,103.2064,3.82,96,100,1.72,CN,1697598264
515,beau vallon,-20.4189,57.6953,24.56,94,75,1.03,MU,1697598264
516,joao pinheiro,-17.7425,-46.1725,25.24,35,74,1.9,BR,1697598244
517,puerto colombia,10.9878,-74.9547,29.05,76,85,4.98,CO,1697598265
518,bac lieu,9.285,105.7244,29.78,71,67,4.77,VN,1697598265
519,rampur,28.8167,79.0333,19.28,59,0,3.81,IN,1697598266
520,wotho,10.1657,166.0102,28.51,74,58,5.24,MH,1697598266
521,nuriootpa,-34.4833,139.0,26.88,17,0,4.17,AU,1697598264
522,al mijlad,11.0333,27.7333,27.32,47,74,4.06,SD,1697598266
523,klyuchi,52.2667,79.1667,9.37,43,11,3.26,RU,1697598267
524,shingu,33.7333,135.9833,22.27,59,1,2.51,JP,1697598267
525,kailua-kona,19.6406,-155.9956,28.61,78,4,1.34,US,1697598221
526,volksrust,-27.3654,29.8818,8.92,88,100,1.43,ZA,1697598267
527,sirre,8.3167,39.4833,15.52,58,70,2.31,ET,1697598268
528,necochea,-38.5473,-58.7368,6.23,65,0,4.49,AR,1697598268
529,hit,33.6416,42.8251,20.76,46,0,1.27,IQ,1697598268
530,undurkhaan,47.3194,110.6556,6.9,31,87,6.24,MN,1697598269
531,pisz,53.6274,21.8125,4.54,78,100,5.34,PL,1697598269
532,el obeid,13.1842,30.2167,24.57,19,68,3.55,SD,1697598269
533,tashtagol,52.7657,87.8894,7.08,84,4,1.17,RU,1697598269
534,puebla de la calzada,38.8793,-6.627,17.86,81,96,6.22,ES,1697598270
535,san patricio,28.017,-97.5169,20.91,47,0,3.27,US,1697598270
536,monte santo de minas,-21.1897,-46.9803,23.09,65,100,1.66,BR,1697598270
537,presidente olegario,-18.4178,-46.4181,23.79,40,100,1.0,BR,1697598136
538,port macquarie,-31.4333,152.9167,21.05,52,65,5.07,AU,1697598271
539,gurupi,-11.7292,-49.0686,27.28,28,0,1.29,BR,1697598006
540,strezhevoy,60.7333,77.5889,7.2,96,43,3.13,RU,1697598271
541,mendefera,14.8872,38.8153,16.21,68,64,2.11,ER,1697598080
542,trairi,-3.2778,-39.2689,25.79,78,87,5.74,BR,1697598183
543,watampone,-4.5386,120.3279,31.24,52,32,5.76,ID,1697598272
544,tra mhor,52.1624,-7.1524,12.57,72,100,4.47,IE,1697598272
545,bushehr,28.9684,50.8385,29.05,34,0,6.17,IR,1697598272
546,minab,27.1467,57.0801,27.49,73,7,0.47,IR,1697598272
547,pedernales,18.0384,-71.744,27.54,78,1,1.82,DO,1697598273
548,jerada,34.31,-2.16,17.64,59,56,2.09,MA,1697598273
549,alliance,40.9153,-81.1059,8.83,94,36,1.94,US,1697598165
550,alice springs,-23.7,133.8833,27.75,11,0,4.12,AU,1697598274
551,myski,53.709,87.8014,6.14,77,11,1.1,RU,1697598274
552,ciudad melchor muzquiz,27.8833,-101.5167,18.77,44,0,3.11,MX,1697598274
553,aligudarz,33.4006,49.6949,6.91,44,0,1.77,IR,1697598275
554,lodja,-3.4833,23.4333,20.45,99,98,0.46,CD,1697598275
555,aykhal,66.0,111.5,-11.07,93,99,4.92,RU,1697598275
556,lepsy,46.235,78.9456,10.19,50,0,1.64,KZ,1697598275
557,tyazhinskiy,56.116,88.524,6.74,76,97,2.77,RU,1697598276
558,isangel,-19.55,169.2667,26.91,68,80,4.21,VU,1697598276
559,nyaunglebin,17.95,96.7333,28.14,80,24,0.54,MM,1697598276
560,hilo,19.7297,-155.09,26.85,82,100,3.6,US,1697598277
561,fort william,56.8165,-5.1121,7.87,95,100,2.44,GB,1697598277
562,bloemfontein,-29.1211,26.214,8.71,87,0,0.51,ZA,1697598277
563,novokayakent,42.3937,47.9861,11.39,61,39,1.65,RU,1697598277
564,cidreira,-30.1811,-50.2056,15.07,76,90,4.6,BR,1697598278
565,bubaque,11.2833,-15.8333,27.75,76,58,4.22,GW,1697598278
566,val-d'or,48.1002,-77.7828,2.05,93,0,0.0,CA,1697598140
567,yerofey pavlovich,53.9667,121.9667,3.35,58,100,3.71,RU,1697598278
568,bengkulu,-3.8004,102.2655,27.75,71,85,2.75,ID,1697598278
569,panshi,42.9422,126.0561,9.8,93,100,3.37,CN,1697598279
570,sebin karahisar,40.2883,38.4236,8.16,75,92,0.96,TR,1697598279
571,laghouat,33.8,2.8651,18.85,36,2,1.04,DZ,1697598279
572,cafayate,-26.073,-65.9761,16.25,80,98,2.49,AR,1697598279
573,brejo da madre de deus,-8.1458,-36.3711,18.58,89,99,3.97,BR,1697598233
574,chiredzi,-21.05,31.6667,17.61,75,92,2.72,ZW,1697598280
575,neyshabur,36.2133,58.7958,13.61,66,2,1.65,IR,1697598280
576,yarmouth,41.7057,-70.2286,13.03,93,100,1.34,US,1697598280
577,tadine,-21.55,167.8833,22.43,95,100,2.12,NC,1697598281
578,grass valley,39.2191,-121.0611,20.33,60,0,1.79,US,1697598004
579,ipameri,-17.7219,-48.1597,25.43,41,98,1.73,BR,1697598274
